Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
2-02479-0001,85 MCCLELLAN STREET,MELROSE/CONCOURSE,D4  -ELEVATOR,       59,1940,"56,400","865,740",     15.35,"536,928",9.52,"328,812","2,418,000",     42.87,2-02439-0001,1220 MORRIS AVENUE,MELROSE/CONCOURSE,D7  -ELEVATOR,       56,1930,"54,646","819,144",     14.99,"459,026",8.40,"360,117","2,633,000",     48.18,0.37,2-02481-0011,16 EAST 169 STREET,MELROSE/CONCOURSE,D7  -ELEVATOR,       65,1953,"58,882","924,447",     15.70,"476,355",8.09,"448,092","3,534,000",     60.02,0.2,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-02488-0036,1175 GERARD AVENUE,MELROSE/CONCOURSE,C6  -WALK-UP,       44,1924,"51,000","798,660",     15.66,"489,090",9.59,"309,570","2,287,000",     44.84,2-02380-0001,802 MELROSE AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       15,1905,"8,620","135,679",     15.74,"76,287",8.85,"59,392","458,000",     53.13,0.93,2-02472-0001,149 EAST 165 STREET,MELROSE/CONCOURSE,C7  -WALK-UP,       21,1919,"16,410","256,981",     15.66,"156,223",9.52,"100,757","616,000",     37.54,0.21,2-02456-0023,1057 SHERIDAN AVENUE,MELROSE/CONCOURSE,C7  -WALK-UP,       49,1924,"34,546","540,990",     15.66,"331,296",9.59,"209,694","1,606,000",     46.49,0.28
2-02504-0036,941 JEROME AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D4  -ELEVATOR,       86,1927,"114,941","1,664,346",     14.48,"798,840",6.95,"865,506","6,260,000",     54.46,2-02874-0027,1446 PLIMPTON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D7  -ELEVATOR,       63,2014,"59,880","827,542",     13.82,"517,363",8.64,"310,178","5,361,000",     89.53,0.82,2-02786-0012,1434 MORRIS AVENUE,MOUNT HOPE/MOUNT EDEN,D1  -ELEVATOR,       21,2011,"28,347","429,174",     15.14,"243,784",8.60,"185,389","1,358,000",     47.91,0.96,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-02508-0026,1045 ANDERSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D4  -ELEVATOR,       50,1931,"54,180","710,300",     13.11,"400,390",7.39,"309,910","2,176,000",     40.16,2-02440-0001,2880 PARK AVENUE,MELROSE/CONCOURSE,D3  -ELEVATOR,      160,1982,"156,504","2,051,767",     13.11,"1,156,565",7.39,"895,203","10,095,000",     64.50,1,2-02533-0086,1419 DR M L KING JR BOULEVARD,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       24,1927,"26,400","346,896",     13.14,"207,768",7.87,"139,128","719,000",     27.23,0.66,2-02528-0011,1200 DR M L KING JR BOULEVARD,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       54,2005,"52,096","668,392",     12.83,"370,924",7.12,"297,468","1,940,000",     37.24,0.35
2-02508-0041,1015 ANDERSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,C6  -WALK-UP,       22,1922,"23,802","346,319",     14.55,"214,456",9.01,"131,863","955,000",     40.12,2-02481-0019,40 EAST 169 STREET,MELROSE/CONCOURSE,C1  -WALK-UP,       40,1926,"39,600","576,180",     14.55,"356,796",9.01,"219,384","1,589,000",     40.13,0.53,2-02456-0055,1055 SHERMAN AVENUE,MELROSE/CONCOURSE,C1  -WALK-UP,       38,1922,"29,460","409,494",     13.90,"255,713",8.68,"153,781","1,099,000",     37.30,0.5,2-02439-0055,1269 COLLEGE AVENUE,MELROSE/CONCOURSE,C1  -WALK-UP,       20,1915,"14,965","247,222",     16.52,"130,345",8.71,"116,877","1,036,000",     69.23,0.76
2-02508-0043,1001 ANDERSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,C6  -WALK-UP,       22,1922,"20,057","298,849",     14.90,"168,278",8.39,"130,571","952,000",     47.46,2-02478-0058,1069 WALTON AVENUE,MELROSE/CONCOURSE,C1  -WALK-UP,       29,1926,"25,813","380,225",     14.73,"231,026",8.95,"149,199","1,244,000",     48.19,0.31,2-02481-0019,40 EAST 169 STREET,MELROSE/CONCOURSE,C1  -WALK-UP,       40,1926,"39,600","635,976",     16.06,"376,992",9.52,"258,984","1,589,000",     40.13,0.53,2-02785-0024,1346 MORRIS AVENUE,MELROSE/CONCOURSE,C1  -WALK-UP,       26,1923,"24,800","369,520",     14.90,"208,072",8.39,"161,448","934,000",     37.66,0.85
2-02510-0050,1177 ANDERSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D4  -ELEVATOR,      119,1929,"106,386","1,750,050",     16.45,"1,017,050",9.56,"733,000","5,480,000",     51.51,2-02872-0252,1604 JESUP AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D5  -ELEVATOR,       29,1921,"37,830","640,084",     16.92,"398,728",10.54,"241,355","1,584,000",     41.87,0.69,2-02878-0170,1710 ANDREWS AVENUE SOUTH,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       82,1927,"96,722","1,534,978",     15.87,"897,580",9.28,"637,398","5,010,000",     51.80,0.98,2-02519-0001,1314 NELSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,      115,2002,"110,654","1,820,258",     16.45,"1,057,852",9.56,"762,406","5,378,000",     48.60,0.2
2-02510-0074,1201 SHAKESPEARE AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D4  -ELEVATOR,       61,1930,"57,230","813,238",     14.21,"480,160",8.39,"333,079","2,397,000",     41.88,2-02872-0252,1604 JESUP AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D5  -ELEVATOR,       29,1921,"37,830","537,564",     14.21,"317,394",8.39,"220,171","1,584,000",     41.87,0.72,2-02866-0091,57 WEST 175 STREET,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       54,1927,"62,000","982,080",     15.84,"598,300",9.65,"383,780","2,621,000",     42.27,0.96,2-02519-0001,1314 NELSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,      115,2002,"110,654","1,499,362",     13.55,"741,382",6.70,"757,980","5,378,000",     48.60,0.24
2-02511-0027,100 WEST 162 STREET,HIGHBRIDGE/MORRIS HEIGHTS,C6  -WALK-UP,       15,1907,"13,425","176,405",     13.14,"101,090",7.53,"75,314","529,000",     39.40,2-02472-0001,149 EAST 165 STREET,MELROSE/CONCOURSE,C7  -WALK-UP,       21,1919,"16,410","203,156",     12.38,"113,721",6.93,"89,435","616,000",     37.54,0.5,2-02407-0025,399 EAST 160 STREET,MELROSE/CONCOURSE,C7  -WALK-UP,       29,1914,"20,838","289,648",     13.90,"169,205",8.12,"120,444","861,000",     41.32,0.92,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-02516-0026,136 WEST 168 STREET,HIGHBRIDGE/MORRIS HEIGHTS,C6  -WALK-UP,       36,1926,"30,800","431,508",     14.01,"246,092",7.99,"185,416","1,330,000",     43.18,2-02876-0088,1640 DR M L KING JR BOULEVARD,HIGHBRIDGE/MORRIS HEIGHTS,C1  -WALK-UP,       25,1915,"25,100","351,149",     13.99,"147,588",5.88,"203,561","1,460,000",     58.17,0.76,2-02481-0019,40 EAST 169 STREET,MELROSE/CONCOURSE,C1  -WALK-UP,       40,1926,"39,600","576,180",     14.55,"356,796",9.01,"219,384","1,589,000",     40.13,0.38,2-02478-0058,1069 WALTON AVENUE,MELROSE/CONCOURSE,C1  -WALK-UP,       29,1926,"25,813","361,640",     14.01,"187,919",7.28,"173,721","1,244,000",     48.19,0.4
2-02518-0028,132 WEST 169 STREET,HIGHBRIDGE/MORRIS HEIGHTS,D4  -ELEVATOR,       25,1931,"27,018","446,067",     16.51,"213,442",7.90,"232,625","1,740,000",     64.40,2-02872-0252,1604 JESUP AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D5  -ELEVATOR,       29,1921,"37,830","633,274",     16.74,"345,766",9.14,"287,508","1,584,000",     41.87,0.6,2-02878-0170,1710 ANDREWS AVENUE SOUTH,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       82,1927,"96,722","1,518,535",     15.70,"762,169",7.88,"756,366","5,010,000",     51.80,0.88,2-02872-0312,1479 MACOMBS ROAD,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       72,1929,"81,500","1,345,565",     16.51,"643,850",7.90,"701,715","4,037,000",     49.53,0.38
2-02521-0001,127 WEST 170 STREET,HIGHBRIDGE/MORRIS HEIGHTS,C6  -WALK-UP,       40,1925,"39,432","526,417",     13.35,"313,484",7.95,"212,933","1,504,000",     38.14,2-02785-0024,1346 MORRIS AVENUE,MELROSE/CONCOURSE,C1  -WALK-UP,       26,1923,"24,800","323,640",     13.05,"190,216",7.67,"133,424","934,000",     37.66,0.7,2-02478-0058,1069 WALTON AVENUE,MELROSE/CONCOURSE,C1  -WALK-UP,       29,1926,"25,813","361,640",     14.01,"187,919",7.28,"173,721","1,244,000",     48.19,0.62,2-02843-0024,1411 TOWNSEND AVENUE,MOUNT HOPE/MOUNT EDEN,C1  -WALK-UP,       58,1923,"58,895","786,248",     13.35,"468,215",7.95,"318,033","2,244,000",     38.10,0.34
2-02522-0109,1383 PLIMPTON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,C6  -WALK-UP,       26,1922,"19,250","268,538",     13.95,"161,123",8.37,"107,415","769,000",     39.95,2-02876-0088,1640 DR M L KING JR BOULEVARD,HIGHBRIDGE/MORRIS HEIGHTS,C1  -WALK-UP,       25,1915,"25,100","351,149",     13.99,"147,588",5.88,"203,561","1,460,000",     58.17,0.39,2-02456-0055,1055 SHERMAN AVENUE,MELROSE/CONCOURSE,C1  -WALK-UP,       38,1922,"29,460","409,494",     13.90,"255,713",8.68,"153,781","1,099,000",     37.30,0.86,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-02523-0150,1015 SUMMIT AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D4  -ELEVATOR,       38,1928,"36,900","478,593",     12.97,"263,097",7.13,"215,496","1,506,000",     40.81,2-02505-0046,1130 ANDERSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       42,1928,"40,800","483,480",     11.85,"309,672",7.59,"173,808","1,179,000",     28.90,0.37,2-02528-0011,1200 DR M L KING JR BOULEVARD,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       54,2005,"52,096","675,685",     12.97,"398,534",7.65,"277,151","1,940,000",     37.24,0.4,2-02872-0312,1479 MACOMBS ROAD,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       72,1929,"81,500","1,101,880",     13.52,"532,195",6.53,"569,685","4,037,000",     49.53,0.91
2-02524-0012,924 SUMMIT AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,C6  -WALK-UP,       21,1910,"20,750","401,513",     19.35,"202,105",9.74,"199,408","1,528,000",     73.64,2-02453-0003,1214 SHERIDAN AVENUE,MELROSE/CONCOURSE,C1  -WALK-UP,       33,1925,"27,540","508,664",     18.47,"268,240",9.74,"240,424","1,843,000",     66.92,0.83,2-02841-0010,16 ELLIOT PLACE,MELROSE/CONCOURSE,C1  -WALK-UP,       48,1925,"37,000","641,950",     17.35,"384,430",10.39,"257,520","1,949,000",     52.68,0.88,2-02511-0077,95 WEST 162 STREET,HIGHBRIDGE/MORRIS HEIGHTS,C1  -WALK-UP,       31,1917,"28,750","542,225",     18.86,"316,825",11.02,"225,400","1,735,000",     60.35,0.09
2-02534-0008,1380 DR M L KING JR BOULEVARD,HIGHBRIDGE/MORRIS HEIGHTS,D4  -ELEVATOR,      140,1967,"182,218","2,534,652",     13.91,"1,266,415",6.95,"1,268,237","9,061,000",     49.73,2-02786-0017,1421 COLLEGE AVENUE,MOUNT HOPE/MOUNT EDEN,D1  -ELEVATOR,      115,2009,"79,223","721,722",      9.11,"576,743",7.28,"144,978","5,529,000",     69.79,0.83,2-02522-0070,1434 OGDEN AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D7  -ELEVATOR,      131,2005,"110,004","1,530,156",     13.91,"963,635",8.76,"566,521","6,740,000",     61.27,0.1,2-02465-0025,1240 WALTON AVENUE,MELROSE/CONCOURSE,D7  -ELEVATOR,      158,1928,"171,044","2,755,519",     16.11,"1,395,719",8.16,"1,359,800","5,053,000",     29.54,0.59
2-02534-0038,185 WEST 170 STREET,HIGHBRIDGE/MORRIS HEIGHTS,C6  -WALK-UP,       21,1926,"18,750","236,438",     12.61,"134,813",7.19,"101,625","705,000",     37.60,2-02876-0088,1640 DR M L KING JR BOULEVARD,HIGHBRIDGE/MORRIS HEIGHTS,C1  -WALK-UP,       25,1915,"25,100","351,149",     13.99,"147,588",5.88,"203,561","1,460,000",     58.17,0.46,2-02852-0021,1895 WALTON AVENUE,MOUNT HOPE/MOUNT EDEN,C1  -WALK-UP,       31,1922,"29,981","336,387",     11.22,"184,983",6.17,"151,404","1,006,000",     33.55,0.95,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-02582-0061,823 EAST 147 STREET,MOTT HAVEN/PORT MORRIS,C6  -WALK-UP,       38,1920,"25,980","395,935",     15.24,"237,457",9.14,"158,478","1,161,000",     44.69,2-02382-0039,453 EAST 160 STREET,MORRISANIA/LONGWOOD,C7  -WALK-UP,       36,1925,"22,200","277,944",     12.52,"158,508",7.14,"119,436","826,000",     37.21,0.85,2-02380-0001,802 MELROSE AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       15,1905,"8,620","131,369",     15.24,"68,874",7.99,"62,495","458,000",     53.13,0.84,2-02550-0038,235 CYPRESS AVENUE,MOTT HAVEN/PORT MORRIS,C7  -WALK-UP,       43,1910,"36,000","565,560",     15.71,"305,280",8.48,"260,280","1,924,000",     53.44,0.69
2-02600-0131,490 SOUTHERN BOULEVARD,MOTT HAVEN/PORT MORRIS,C6  -WALK-UP,      139,1929,"275,000","3,426,500",     12.46,"1,886,500",6.86,"1,540,000","10,631,000",     38.66,2-02550-0007,218 ST ANNS AVENUE,MOTT HAVEN/PORT MORRIS,C7  -WALK-UP,       16,1910,"13,440","117,734",      8.76,"47,846",3.56,"69,888","1,244,000",     92.56,0.7,2-02677-0074,915 PROSPECT AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       18,1907,"14,600","188,194",     12.89,"109,500",7.50,"78,694","372,000",     25.48,0.73,2-02622-0001,581 EAST 164 STREET,MORRISANIA/LONGWOOD,C7  -WALK-UP,       17,1910,"13,000","161,980",     12.46,"89,180",6.86,"72,800","466,000",     35.85,0.98
2-02603-0024,590 SOUTHERN BOULEVARD,MORRISANIA/LONGWOOD,C6  -WALK-UP,       29,1924,"26,742","427,337",     15.98,"239,341",8.95,"187,996","1,396,000",     52.20,2-02677-0074,915 PROSPECT AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       18,1907,"14,600","233,308",     15.98,"130,670",8.95,"102,638","372,000",     25.48,0.64,2-02622-0001,581 EAST 164 STREET,MORRISANIA/LONGWOOD,C7  -WALK-UP,       17,1910,"13,000","202,280",     15.56,"108,030",8.31,"94,250","466,000",     35.85,0.93,2-02380-0001,802 MELROSE AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       15,1905,"8,620","146,626",     17.01,"79,132",9.18,"67,495","458,000",     53.13,0.92
2-02608-0019,1109 FRANKLIN AVENUE,MORRISANIA/LONGWOOD,C6  -WALK-UP,       25,1917,"24,750","311,108",     12.57,"172,508",6.97,"138,600","960,000",     38.79,2-02608-0032,3414 3 AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       14,1910,"10,850","122,714",     11.31,"78,554",7.24,"44,160","294,000",     27.10,0.08,2-02913-0042,1575 BATHGATE AVENUE,BATHGATE,C7  -WALK-UP,       11,1931,"10,765","125,089",     11.62,"62,545",5.81,"62,545","421,000",     39.11,0.85,2-02677-0019,834 EAST 161 STREET,MORRISANIA/LONGWOOD,C7  -WALK-UP,       23,1906,"26,460","360,914",     13.64,"170,402",6.44,"190,512","1,355,000",     51.21,0.56
2-02608-0022,1103 FRANKLIN AVENUE,MORRISANIA/LONGWOOD,C6  -WALK-UP,       25,1917,"24,750","300,218",     12.13,"162,113",6.55,"138,105","945,000",     38.18,2-02970-0031,1365 LYMAN PLACE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       26,1914,"18,920","285,881",     15.11,"206,985",10.94,"78,896","898,000",     47.46,0.53,2-02708-0001,941 LEGGETT AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       58,1910,"41,750","501,000",     12.00,"327,320",7.84,"173,680","1,405,000",     33.65,0.9,2-02381-0051,462 EAST 160 STREET,MORRISANIA/LONGWOOD,C1  -WALK-UP,       31,1910,"17,520","212,518",     12.13,"142,788",8.15,"69,730","803,000",     45.83,0.45
2-02609-0051,1165 FULTON AVENUE,MORRISANIA/LONGWOOD,C6  -WALK-UP,       40,1927,"36,560","455,903",     12.47,"280,415",7.67,"175,488","1,212,000",     33.15,2-02633-0045,1017 TRINITY AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       16,1904,"11,960","149,141",     12.47,"95,082",7.95,"54,059","373,000",     31.19,0.26,2-02608-0033,3416 3 AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       13,1910,"10,850","114,142",     10.52,"73,129",6.74,"41,013","266,000",     24.52,0.09,2-02987-0010,1290 HOE AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       32,1924,"22,000","311,740",     14.17,"193,820",8.81,"117,920","848,000",     38.55,0.81
2-02615-0055,1225 BOSTON ROAD,MORRISANIA/LONGWOOD,C6  -WALK-UP,       25,1905,"24,930","353,258",     14.17,"219,633",8.81,"133,625","961,000",     38.55,2-02608-0033,3416 3 AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       13,1910,"10,850","114,142",     10.52,"73,129",6.74,"41,013","266,000",     24.52,0.25,2-02987-0010,1290 HOE AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       32,1924,"22,000","311,740",     14.17,"193,820",8.81,"117,920","848,000",     38.55,0.63,2-02381-0051,462 EAST 160 STREET,MORRISANIA/LONGWOOD,C1  -WALK-UP,       31,1910,"17,520","277,692",     15.85,"169,243",9.66,"108,449","803,000",     45.83,0.76
2-02627-0005,902 EAGLE AVENUE,MORRISANIA/LONGWOOD,C6  -WALK-UP,       25,1914,"21,295","282,159",     13.25,"183,137",8.60,"99,022","698,000",     32.78,2-02608-0033,3416 3 AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       13,1910,"10,850","138,121",     12.73,"92,117",8.49,"46,004","266,000",     24.52,0.41,2-02708-0001,941 LEGGETT AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       58,1910,"41,750","553,188",     13.25,"359,050",8.60,"194,138","1,405,000",     33.65,0.64,2-02381-0051,462 EAST 160 STREET,MORRISANIA/LONGWOOD,C1  -WALK-UP,       31,1910,"17,520","234,418",     13.38,"156,103",8.91,"78,314","803,000",     45.83,0.25
2-02627-0007,906 EAGLE AVENUE,MORRISANIA/LONGWOOD,C6  -WALK-UP,       25,1914,"21,295","303,880",     14.27,"179,304",8.42,"124,576","898,000",     42.17,2-02708-0001,941 LEGGETT AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       58,1910,"41,750","529,390",     12.68,"327,320",7.84,"202,070","1,405,000",     33.65,0.64,2-02381-0051,462 EAST 160 STREET,MORRISANIA/LONGWOOD,C1  -WALK-UP,       31,1910,"17,520","277,692",     15.85,"169,243",9.66,"108,449","803,000",     45.83,0.25,,,,,         ,,          ,          ,          ,          ,          ,          ,          ,          ,         
2-02638-0001,872 TRINITY AVENUE,MORRISANIA/LONGWOOD,D4  -ELEVATOR,      320,1960,"292,000","4,885,160",     16.73,"2,686,400",9.20,"2,198,760","16,496,000",     56.49,2-02674-0051,645 PROSPECT AVENUE,MORRISANIA/LONGWOOD,D1  -ELEVATOR,      109,1985,"112,536","2,551,191",     22.67,"1,428,082",12.69," 1,123,109","8,882,000",     78.93,0.52,2-02707-0068,777 FOX STREET,MORRISANIA/LONGWOOD,D1  -ELEVATOR,       61,1922,"61,200","1,023,876",     16.73,"617,508",10.09,"406,368","3,049,000",     49.82,0.53,2-02712-0023,940 TIFFANY STREET,MORRISANIA/LONGWOOD,D1  -ELEVATOR,       48,1910,"51,190","825,183",     16.12,"500,638",9.78,"324,545","2,416,000",     47.20,0.56
2-02663-0004,1218 BOSTON ROAD,MORRISANIA/LONGWOOD,C6  -WALK-UP,       13,1905,"14,516","198,289",     13.66,"115,402",7.95,"82,886","589,000",     40.58,2-02608-0033,3416 3 AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       13,1910,"10,850","142,569",     13.14,"85,173",7.85,"57,397","266,000",     24.52,0.29,2-02964-0021,1389 STEBBINS AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       17,1909,"11,360","182,101",     16.03,"123,029",10.83,"59,072","604,000",     53.17,0.38,2-02708-0001,941 LEGGETT AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       58,1910,"41,750","570,305",     13.66,"331,913",7.95,"238,393","1,405,000",     33.65,0.99
2-02663-0011,1230 BOSTON ROAD,MORRISANIA/LONGWOOD,C6  -WALK-UP,       20,1909,"21,500","308,310",     14.34,"168,560",7.84,"139,750","1,009,000",     46.93,2-02608-0033,3416 3 AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       13,1910,"10,850","149,947",     13.82,"83,979",7.74,"65,968","266,000",     24.52,0.29,2-02964-0021,1389 STEBBINS AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       17,1909,"11,360","189,826",     16.71,"121,666",10.71,"68,160","604,000",     53.17,0.38,2-02708-0001,941 LEGGETT AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       58,1910,"41,750","598,695",     14.34,"327,320",7.84,"271,375","1,405,000",     33.65,0.99
